CustomerID,Date,Quantity,UnitPrice
13705,373,4,3.75
13705,373,12,1.25
13705,373,12,1.25
13705,373,1,165
13705,373,12,1.25
13705,373,12,1.25
13705,373,4,5.95
13705,373,16,1.69
13705,373,24,0.65
13747,373,8,9.95
13408,373,24,0.42
13408,373,96,1.85
13408,373,96,1.85
13408,373,96,1.85
13408,373,96,1.85
13408,373,12,4.95
13408,373,12,3.75
13408,373,48,1.25
13408,373,12,2.1
13408,373,32,2.55
13408,373,20,1.65
13767,373,8,3.95
13767,373,32,1.69
13767,373,24,0.55
13767,373,24,0.55
13767,373,24,0.55
13767,373,8,3.45
13767,373,8,2.1
13767,373,4,3.75
13767,373,8,3.75
13767,373,8,3.75
13767,373,8,3.75
13767,373,8,3.95
13767,373,48,2.1
13767,373,48,2.1
17850,373,6,2.55
17850,373,6,3.39
17850,373,8,2.75
17850,373,6,4.95
17850,373,6,4.95
17850,373,6,1.06
17850,373,6,1.06
17850,373,6,1.06
17850,373,6,1.06
17850,373,2,4.95
17850,373,4,6.95
17850,373,6,2.1
17850,373,12,2.55
17850,373,6,3.39
17850,373,6,3.39
17850,373,2,7.65
17850,373,2,35.75
17850,373,6,4.25
17924,373,12,4.65
17924,373,48,4.65
13448,373,24,0.29
13448,373,6,2.95
13448,373,4,6.75
13448,373,8,2.55
13448,373,6,8.5
13448,373,2,7.95
13448,373,12,2.1
13448,373,12,2.1
13448,373,12,2.1
13448,373,12,1.25
13448,373,12,1.65
13448,373,6,3.35
13448,373,4,3.95
13448,373,8,4.65
13448,373,9,4.95
13448,373,4,3.75
13448,373,9,4.95
17850,373,6,1.85
17850,373,6,1.85
13448,373,12,1.45
15862,373,1,2.55
15862,373,1,1.25
15862,373,2,1.25
15862,373,1,2.95
15862,373,1,3.35
15862,373,1,1.45
15862,373,1,1.25
15862,373,2,1.25
15862,373,1,1.65
15862,373,4,1.45
15862,373,1,1.25
15862,373,1,4.95
15862,373,2,3.75
15862,373,2,1.25
15862,373,2,9.95
15862,373,1,9.95
15862,373,1,5.95
15862,373,1,4.25
15862,373,3,4.95
15862,373,1,2.55
15862,373,1,2.95
15862,373,2,1.69
15862,373,1,7.95
15862,373,1,0.55
15862,373,1,0.55
15862,373,2,0.55
15862,373,4,2.95
15862,373,2,2.1
15862,373,1,2.1
15862,373,1,1.25
15862,373,1,0.85
15862,373,3,0.55
15862,373,1,2.95
15862,373,1,2.95
15862,373,2,1.25
15862,373,3,1.25
15862,373,1,1.25
15862,373,1,1.25
15862,373,2,1.65
15862,373,2,2.95
15862,373,2,2.95
15862,373,1,5.95
15862,373,1,1.25
15862,373,2,2.55
15862,373,9,0.85
15862,373,1,1.65
15862,373,4,2.95
15862,373,3,2.95
15862,373,1,5.95
15862,373,1,7.95
15862,373,1,1.65
15862,373,2,1.65
15862,373,1,1.65
15862,373,1,1.65
15862,373,5,2.55
15862,373,3,2.95
15862,373,3,2.95
15862,373,9,2.55
15862,373,1,16.95
15862,373,4,2.95
15862,373,1,10.65
15862,373,1,4.25
15862,373,2,6.95
15862,373,2,5.95
15513,373,40,2.55
15513,373,40,2.55
15513,373,36,4.25
12791,373,96,1.85
12791,373,1,15
16218,373,24,1.25
16218,373,12,1.25
16218,373,12,1.25
16218,373,12,1.25
16218,373,12,1.25
16218,373,12,1.65
16218,373,36,0.85
16218,373,12,1.25
16218,373,12,1.25
16218,373,12,1.25
16218,373,12,1.25
16218,373,12,1.25
16218,373,12,1.25
16218,373,12,0.85
16218,373,12,0.85
16218,373,12,0.85
16218,373,12,1.25
16218,373,12,1.25
16218,373,12,2.1
16218,373,24,0.55
16218,373,24,0.55
16218,373,24,0.55
16218,373,24,0.55
16218,373,24,0.55
16218,373,10,1.65
16218,373,10,1.65
16218,373,10,1.65
16218,373,24,1.65
14045,373,128,2.55
17850,373,8,2.55
17850,373,8,3.39
17850,373,8,2.75
17850,373,6,4.95
17850,373,6,1.06
17850,373,6,1.06
17850,373,6,1.06
17850,373,6,1.06
17850,373,4,4.95
17850,373,4,6.95
17850,373,6,2.1
17850,373,6,2.55
17850,373,6,3.39
17850,373,6,3.39
17850,373,2,7.65
17850,373,2,35.75
17850,373,6,4.25
17850,373,6,1.85
17850,373,6,1.85
14307,373,24,0.42
14307,373,24,0.42
14307,373,12,0.85
14307,373,12,1.65
14307,373,12,1.25
14307,373,12,1.25
14307,373,12,0.85
14307,373,12,1.95
14307,373,4,3.95
14307,373,4,3.75
14307,373,4,3.75
14307,373,6,2.1
14307,373,12,2.1
14307,373,24,0.85
14307,373,12,1.25
14307,373,12,0.95
14307,373,6,2.95
14307,373,12,1.65
14307,373,6,1.65
14307,373,2,7.95
14307,373,2,7.95
14307,373,12,1.65
14307,373,12,0.85
14307,373,8,1.69
14307,373,3,5.95
14307,373,3,5.95
14307,373,8,2.95
14307,373,36,0.85
14307,373,12,0.42
14307,373,25,0.42
14307,373,4,4.25
14307,373,3,5.95
14307,373,3,5.95
14307,373,6,3.75
14307,373,24,0.55
14307,373,12,1.45
14307,373,3,4.95
14307,373,12,1.65
14307,373,30,0.21
14307,373,12,0.42
14307,373,12,1.95
14307,373,6,2.55
14307,373,12,2.55
14307,373,10,1.65
14307,373,36,0.65
14307,373,12,1.25
14307,373,4,3.75
14307,373,12,1.65
17908,373,3,6.35
17908,373,1,3.75
17908,373,1,4.95
17908,373,1,6.75
17908,373,1,1.25
17908,373,1,1.65
17908,373,1,2.1
17908,373,1,3.75
17908,373,1,2.1
17908,373,1,2.1
17908,373,1,2.95
17908,373,1,1.25
17908,373,1,1.25
17908,373,1,2.95
17908,373,1,2.95
17908,373,1,6.35
17908,373,1,7.95
17908,373,1,4.25
17908,373,1,3.75
17908,373,5,2.1
17908,373,1,0.42
17908,373,1,1.25
17908,373,1,6.75
17908,373,6,0.85
17908,373,6,0.85
17908,373,1,2.95
17908,373,3,2.95
17908,373,2,1.95
17908,373,12,1.25
17908,373,28,0.21
17908,373,24,0.12
17908,373,1,5.95
17908,373,1,1.25
17908,373,1,1.65
17908,373,1,1.25
17908,373,12,0.65
17908,373,1,5.95
17908,373,1,1.65
17908,373,1,2.95
17908,373,1,1.95
17908,373,2,1.25
17908,373,1,4.95
17908,373,2,6.35
17908,373,1,2.1
17908,373,1,2.1
17908,373,1,1.65
17908,373,3,1.45
17908,373,3,1.45
17908,373,6,0.42
17908,373,2,0.85
17908,373,2,1.95
17908,373,1,1.95
17908,373,1,1.25
17908,373,1,0.85
17908,373,1,2.95
17908,373,12,0.29
17908,373,1,4.95
17908,373,1,4.95
17920,373,3,1.65
17920,373,3,1.65
17920,373,1,2.95
17920,373,4,1.65
17920,373,3,1.65
17920,373,3,1.65
17920,373,1,2.95
17920,373,1,2.95
17920,373,1,1.95
17920,373,1,1.95
17920,373,1,1.69
17920,373,1,1.69
17920,373,1,1.69
17920,373,1,1.69
17920,373,1,2.95
17920,373,1,2.95
17920,373,3,4.25
17920,373,5,1.65
17920,373,1,1.65
17920,373,10,0.65
17920,373,1,2.95
17920,373,1,1.65
17920,373,3,1.25
17920,373,24,1.45
17920,373,2,1.65
17920,373,3,4.65
17920,373,2,3.75
17920,373,1,4.25
17920,373,1,3.75
17920,373,2,1.65
17920,373,2,2.95
17920,373,1,1.25
17920,373,6,1.65
17920,373,1,2.1
17920,373,2,2.1
17920,373,3,1.65
17920,373,7,1.65
17920,373,1,1.65
17920,373,5,1.65
17920,373,5,1.65
17920,373,12,1.25
17920,373,5,1.65
17920,373,1,1.65
17920,373,2,2.95
17920,373,5,2.95
17920,373,2,2.95
17920,373,1,2.95
17920,373,2,2.95
17920,373,1,3.75
17920,373,2,3.75
17920,373,1,0.95
17920,373,2,2.95
17920,373,3,3.75
17920,373,1,2.1
17920,373,1,2.1
17920,373,3,3.75
17920,373,2,3.75
17920,373,1,1.65
17920,373,1,2.95
17920,373,2,3.75
17920,373,2,1.65
17920,373,4,9.95
17920,373,7,2.1
17920,373,2,1.65
17920,373,7,2.1
17920,373,1,4.95
17920,373,1,4.95
17920,373,1,4.95
17920,373,2,6.75
17920,373,5,0.85
17920,373,2,2.95
17920,373,1,4.95
17920,373,2,6.75
17920,373,1,1.65
17920,373,1,2.95
17920,373,1,4.95
17920,373,2,2.95
17920,373,1,4.95
17920,373,6,1.25
17920,373,1,2.95
17920,373,1,7.95
,373,56,0
12838,373,10,0.55
12838,373,5,2.95
12838,373,3,1.65
12838,373,3,1.65
12838,373,3,1.65
12838,373,5,0.85
12838,373,2,1.25
12838,373,5,2.95
12838,373,3,1.45
12838,373,1,2.95
12838,373,1,5.95
12838,373,5,1.65
12838,373,4,1.45
12838,373,6,0.85
12838,373,3,1.25
12838,373,5,2.1
12838,373,3,0.85
12838,373,4,2.1
12838,373,3,2.95
12838,373,3,1.45
12838,373,12,0.85
12838,373,5,0.85
12838,373,4,0.85
12838,373,6,0.85
12838,373,12,0.29
12838,373,2,3.75
12838,373,12,0.29
12838,373,1,1.25
12838,373,2,2.1
12838,373,3,1.95
12838,373,3,8.5
12838,373,3,8.5
12838,373,6,2.95
12838,373,2,4.25
12838,373,2,0.55
12838,373,2,0.55
12838,373,2,0.55
12838,373,3,0.55
12838,373,3,2.1
12838,373,3,2.1
12838,373,3,2.1
12838,373,3,2.1
12838,373,2,0.42
12838,373,4,0.85
12838,373,3,0.85
12838,373,3,0.85
12838,373,2,4.95
12838,373,3,1.65
12838,373,3,1.65
12838,373,3,1.65
12838,373,3,0.42
12838,373,3,0.42
12838,373,3,0.42
12838,373,3,0.42
12838,373,3,2.95
12838,373,3,4.65
12838,373,2,1.25
12838,373,2,3.75
12838,373,12,2.95
13255,373,12,1.25
13255,373,72,1.25
13255,373,12,1.95
13255,373,4,9.95
13255,373,4,9.95
13255,373,6,2.95
16583,373,12,1.25
16583,373,12,1.25
16583,373,12,1.25
16583,373,6,2.95
16583,373,12,1.25
16583,373,8,2.55
16583,373,8,2.55
16583,373,4,3.75
16583,373,3,4.95
16583,373,6,2.55
16583,373,6,2.95
16583,373,4,4.25
16583,373,6,2.95
16583,373,12,1.45
18085,373,4,3.75
18085,373,6,2.95
18085,373,12,2.1
18085,373,8,4.65
18085,373,8,3.75
18085,373,8,4.95
18085,373,8,3.75
18085,373,16,4.95
18085,373,8,3.75
13758,373,8,4.65
13758,373,12,1.25
13758,373,8,4.95
13758,373,12,2.55
13758,373,6,2.55
13758,373,12,1.45
13758,373,12,1.45
13758,373,12,1.45
13758,373,12,1.45
13758,373,8,3.75
13758,373,3,4.25
13758,373,4,3.75
13758,373,6,3.35
13758,373,6,3.35
13758,373,2,9.95
13758,373,2,9.95
13758,373,12,1.45
13694,373,200,1.06
13694,373,72,3.39
13694,373,600,0.24
13694,373,48,1.25
13694,373,36,3.39
13694,373,48,1.25
15983,373,32,0.42
15983,373,2,1.45
15983,373,2,2.1
15983,373,6,1.25
15983,373,12,1.25
15983,373,48,1.25
15983,373,1,1.95
15983,373,5,0.85
15983,373,6,2.55
15983,373,24,1.25
15983,373,12,1.25
15983,373,2,1.65
15983,373,2,1.65
15983,373,2,1.65
15983,373,10,0.85
15983,373,10,0.42
15983,373,2,2.95
15983,373,2,1.25
15983,373,8,3.75
15983,373,6,1.25
15983,373,12,2.55
15983,373,24,1.25
15983,373,3,1.95
15983,373,6,1.65
15983,373,6,1.65
15983,373,10,2.95
15983,373,2,9.95
15983,373,4,2.55
15983,373,4,2.55
15983,373,24,0.42
15983,373,16,0.42
15983,373,24,1.25
14849,373,12,1.25
14849,373,12,2.55
14849,373,24,0.55
14849,373,24,1.69
14849,373,12,1.69
14849,373,2,5.95
14849,373,4,5.95
14849,373,2,5.95
14849,373,24,0.55
14849,373,6,4.95
14849,373,8,3.45
14849,373,2,5.95
14849,373,2,7.95
14849,373,24,1.25
14849,373,12,1.45
17968,373,2,4.25
17968,373,2,1.65
17968,373,2,4.25
17968,373,3,1.65
17968,373,1,1.65
17968,373,1,4.25
17968,373,3,4.25
17968,373,1,4.25
17968,373,1,1.95
17968,373,1,1.95
17968,373,8,1.69
17968,373,1,2.95
17968,373,1,1.65
17968,373,1,3.25
17968,373,2,2.95
17968,373,1,0.29
17968,373,1,0.29
17968,373,1,1.25
17968,373,1,1.25
17968,373,1,1.25
17968,373,1,1.65
17968,373,2,1.95
17968,373,6,1.95
17968,373,5,0.85
17968,373,1,0.55
17968,373,1,3.75
17968,373,1,0.42
17968,373,1,2.95
17968,373,1,2.95
17968,373,1,1.25
17968,373,2,1.65
17968,373,2,0.55
17968,373,6,0.85
17968,373,2,1.45
17968,373,4,1.45
17968,373,2,1.45
17968,373,2,0.85
17968,373,1,2.95
17968,373,1,0.85
17968,373,1,0.85
17968,373,2,0.85
17968,373,1,2.95
17968,373,1,1.25
17968,373,1,1.25
17968,373,1,1.95
17968,373,1,1.65
17968,373,1,1.65
17968,373,1,1.65
17968,373,1,2.1
17968,373,2,1.25
17968,373,1,2.1
17968,373,3,2.1
17968,373,2,1.49
17968,373,1,2.1
17968,373,6,0.85
17968,373,1,2.55
17968,373,1,0.55
17968,373,2,0.55
17968,373,3,1.25
17968,373,1,1.25
17968,373,1,1.25
17968,373,1,1.65
17968,373,1,1.45
17968,373,3,0.85
17968,373,5,0.85
17968,373,5,1.65
17968,373,2,4.95
17968,373,1,2.95
17968,373,1,1.65
17968,373,1,1.65
17968,373,1,1.65
17968,373,1,2.95
17968,373,1,2.95
17968,373,1,7.95
17968,373,1,1.95
17968,373,1,4.25
17968,373,1,0.85
17968,373,2,0.85
17968,373,1,2.1
17968,373,1,0.85
17968,373,8,1.45
17968,373,1,2.1
17968,373,1,2.95
17968,373,6,0.85
17968,373,1,1.95
14849,373,6,4.25
14849,373,12,1.45
16210,373,48,1.85
16210,373,24,3.39
16210,373,480,3.39
16210,373,48,2.1
16210,373,16,1.25
16210,373,16,1.25
16210,373,4,3.75
16210,373,96,0.72
16210,373,144,0.72
16210,373,144,0.72
16210,373,12,2.1
16210,373,12,2.1
16210,373,16,10.95
16210,373,10,1.95
17897,373,5,1.65
17897,373,1,8.5
17897,373,8,4.25
17897,373,5,1.65
17897,373,1,3.75
17897,373,1,2.95
17897,373,1,1.25
17897,373,2,1.25
17897,373,1,2.55
17897,373,1,2.55
17897,373,1,2.25
17897,373,1,0.85
17897,373,1,2.95
17897,373,2,0.85
17897,373,12,0.42
17897,373,1,2.95
17897,373,2,6.35
17897,373,1,2.55
17897,373,1,4.25
17897,373,1,1.45
17897,373,1,4.25
17897,373,1,6.75
17897,373,1,0.95
17897,373,1,4.25
17897,373,1,2.1
17897,373,1,2.1
17897,373,1,1.65
17897,373,3,1.25
17897,373,3,1.65
17897,373,1,4.25
17897,373,1,1.65
17897,373,3,2.55
17897,373,1,1.95
17897,373,2,2.1
17897,373,2,2.1
17377,373,10,4.95
17377,373,10,1.55
17377,373,2,1.95
17377,373,12,0.29
17377,373,12,0.42
17377,373,12,0.42
17377,373,12,0.42
17377,373,3,3.75
17377,373,2,3.75
17377,373,2,3.95
17377,373,7,2.95
17377,373,3,2.95
17377,373,3,2.95
17377,373,6,5.95
17377,373,6,5.95
16552,373,16,1.69
16552,373,3,4.95
16552,373,12,0.85
16552,373,6,2.95
16552,373,2,12.75
17181,373,72,1.06
17181,373,144,0.55
17897,373,-6,4.25
17951,373,36,2.1
17951,373,4,12.75
17951,373,6,2.95
17951,373,36,2.1
17951,373,36,2.1
14729,373,1,6.75
14729,373,1,1.25
14729,373,1,2.1
14729,373,1,5.95
14729,373,2,2.55
14729,373,16,0.85
14729,373,1,2.95
14729,373,4,2.1
14729,373,3,2.1
14729,373,1,1.25
14729,373,1,1.25
14729,373,1,12.75
14729,373,2,3.75
14729,373,1,2.95
14729,373,1,3.75
14729,373,14,0.42
14729,373,4,2.55
14729,373,4,2.55
14729,373,3,2.55
14729,373,2,1.25
14729,373,1,1.65
14729,373,1,1.65
14729,373,1,1.95
14729,373,2,1.65
14729,373,6,1.65
14729,373,1,0.85
14729,373,5,1.95
14729,373,3,1.95
14729,373,2,0.65
14729,373,1,0.65
14729,373,3,0.65
14729,373,2,0.65
14729,373,2,0.65
14729,373,1,0.65
14729,373,3,2.95
14729,373,1,1.95
14729,373,3,3.75
14729,373,12,1.65
14729,373,3,2.55
14729,373,12,0.42
14729,373,1,2.1
14729,373,2,2.1
14729,373,2,2.1
14729,373,2,2.55
14729,373,3,2.55
14729,373,2,1.25
14729,373,3,2.95
14729,373,2,2.95
14729,373,3,0.85
14729,373,1,1.25
14729,373,1,1.65
14729,373,1,1.25
14729,373,1,1.25
14729,373,1,2.55
14729,373,2,1.25
14729,373,1,1.25
14729,373,1,1.25
14729,373,1,1.25
14729,373,1,1.25
14729,373,12,0.29
14729,373,2,2.1
14729,373,2,0.95
14729,373,1,1.95
14729,373,1,2.55
14729,373,2,1.65
14729,373,12,0.42
14729,373,1,1.45
14729,373,1,2.1
14729,373,1,1.25
14729,373,1,2.95
14729,373,1,9.95
12748,373,1,4.95
15012,373,1,3.75
15012,373,1,2.1
15012,373,1,2.1
15012,373,1,3.75
15012,373,1,1.25
15012,373,1,3.75
15012,373,1,2.95
15012,373,2,3.75
15012,373,1,4.25
15012,373,1,0.85
15012,373,2,2.1
15012,373,1,2.1
15012,373,2,2.1
15012,373,1,9.95
15012,373,2,0.65
15012,373,2,1.25
15012,373,1,3.35
15012,373,1,1.65
15012,373,1,0.85
15012,373,1,1.25
15012,373,2,0.42
15012,373,2,1.25
15012,373,12,0.65
15012,373,1,4.25
15012,373,1,12.75
15012,373,1,0.85
15012,373,5,1.65
15012,373,2,1.25
15012,373,1,8.5
15012,373,2,1.25
15012,373,1,0.42
15012,373,1,1.25
15012,373,1,2.95
15012,373,2,3.75
15012,373,1,1.65
15012,373,1,3.75
15012,373,1,1.25
15012,373,3,1.65
15012,373,1,5.95
15012,373,2,1.25
15012,373,2,2.55
15012,373,1,5.95
15012,373,2,3.75
15012,373,1,1.95
15012,373,1,1.25
15012,373,1,1.25
15012,373,1,5.95
15012,373,1,0.85
15012,373,1,3.75
15012,373,1,2.1
15012,373,1,1.25
15012,373,3,1.25
15012,373,1,1.95
15012,373,1,1.95
12868,373,6,4.95
12868,373,2,6.75
12868,373,6,2.1
12868,373,3,4.95
12868,373,2,5.95
12868,373,12,1.45
12868,373,6,2.95
12868,373,12,1.25
12868,373,24,0.65
12868,373,12,0.85
12868,373,3,4.95
12868,373,24,1.25
17572,372,6,2.95
17572,372,6,2.95
17572,372,6,2.95
17572,372,6,2.95
14078,372,2,1.25
14078,372,1,1.25
14078,372,1,1.25
14078,372,1,2.1
14078,372,2,0.42
14078,372,2,12.75
14078,372,1,4.25
14078,372,1,6.95
14078,372,3,0.65
14078,372,2,0.65
14078,372,1,2.95
14078,372,2,2.95
14078,372,10,7.95
14001,372,16,1.69
14001,372,16,2.95
14001,372,2,8.5
14001,372,6,8.5
14001,372,6,8.5
14001,372,20,1.95
14001,372,10,1.95
14001,372,10,1.95
14001,372,8,3.75
12662,372,6,2.95
12662,372,6,2.55
12662,372,12,0.85
12662,372,12,1.65
12662,372,12,1.95
12662,372,12,1.65
12662,372,24,0.42
12662,372,10,1.95
12662,372,10,1.95
12662,372,4,4.65
12662,372,12,1.45
12662,372,12,1.65
12662,372,12,1.25
12662,372,12,1.45
12662,372,1,18
15525,372,12,0.42
15525,372,1,2.1
15525,372,6,1.25
15525,372,1,2.55
15525,372,1,1.45
15525,372,1,1.65
15525,372,3,1.95
15525,372,6,1.25
15525,372,1,14.95
15525,372,2,2.55
15525,372,12,0.85
15525,372,3,1.95
15525,372,1,1.95
15525,372,2,1.65
15525,372,1,0.29
15525,372,1,2.95
15525,372,1,2.1
15525,372,1,2.95
15525,372,4,2.95
15525,372,1,1.65
15525,372,1,1.25
15525,372,2,1.65
15525,372,1,1.25
15525,372,2,2.1
15525,372,3,2.1
15525,372,3,2.95
15525,372,2,0.85
15525,372,1,4.25
15525,372,1,1.65
15525,372,1,1.65
15525,372,2,1.65
15525,372,1,12.75
15525,372,2,2.95
15525,372,1,1.95
15525,372,3,1.95
15525,372,2,2.55
15525,372,2,2.95
15525,372,1,2.95
15525,372,1,2.95
15525,372,5,1.25
15525,372,1,2.95
15525,372,1,2.95
15525,372,1,2.95
15525,372,2,2.95
15525,372,1,1.45
15525,372,1,1.95
15525,372,2,2.95
15525,372,1,2.95
15525,372,1,1.45
15525,372,4,2.95
15525,372,3,3.75
15525,372,1,3.75
15525,372,1,9.95
15525,372,1,9.95
15525,372,1,9.95
15525,372,1,14.95
15525,372,3,9.95
14237,372,3,4.95
14237,372,2,16.95
14237,372,6,2.95
14237,372,4,4.25
14237,372,6,2.95
14237,372,12,0.85
14237,372,1,12.75
14237,372,2,8.5
14237,372,2,9.95
17905,372,2,2.95
17905,372,1,2.95
17905,372,1,6.95
17905,372,4,2.95
17905,372,24,1.25
17905,372,1,8.5
17905,372,1,9.95
17905,372,1,12.75
17905,372,1,2.95
17905,372,1,6.95
17905,372,1,19.95
17905,372,1,1.25
17905,372,1,1.45
17905,372,1,1.25
17905,372,4,1.65
17905,372,1,1.25
17905,372,1,5.95
17905,372,8,2.95
17905,372,6,1.45
17905,372,1,3.95
17905,372,2,3.75
17905,372,2,4.95
17905,372,6,1.95
15485,372,24,0.42
15485,372,24,0.42
15485,372,24,0.42
15485,372,25,0.42
15485,372,25,0.42
15485,372,12,5.95
15485,372,12,5.95
15485,372,12,5.95
15485,372,25,0.42
15485,372,25,0.42
15485,372,25,0.42
15485,372,12,2.95
15485,372,9,3.75
15485,372,9,3.75
15485,372,9,3.75
15485,372,80,2.55
15485,372,40,2.55
15485,372,2,8.5
15485,372,4,8.5
15485,372,4,8.5
15485,372,4,8.5
15485,372,4,7.95
15485,372,6,9.95
12433,372,50,0.42
12433,372,96,1.06
12433,372,8,2.1
12433,372,8,1.95
12433,372,24,1.65
12433,372,36,1.65
12433,372,24,1.65
12433,372,24,1.65
12433,372,24,1.65
12433,372,24,0.42
12433,372,24,0.42
12433,372,24,0.42
12433,372,24,0.42
12433,372,24,0.42
12433,372,24,0.42
12433,372,24,0.42
12433,372,24,0.42
12433,372,24,1.65
12433,372,24,0.42
12433,372,12,0.42
12433,372,12,0.42
12433,372,12,0.42
12433,372,12,0.42
12433,372,12,2.1
12433,372,12,2.1
12433,372,12,2.1
12433,372,8,3.95
12433,372,48,0.29
12433,372,48,0.29
12433,372,48,0.29
12433,372,12,1.25
12433,372,48,0.29
12433,372,48,0.29
